[FIXES]
DECAB N041.50.23.850 W079.22.44.270
DECES N038.26.11.450 W077.24.14.950
DECON N038.49.29.780 W076.39.13.940
DECOY N041.44.22.830 W077.58.59.410
DECRR N041.24.23.190 W080.40.59.710
DECSA N040.10.47.360 W079.55.30.940
DEDDE N039.35.34.850 W084.16.20.080
DEDKI N043.41.25.000 W078.43.06.000
DEDLE N039.14.11.270 W076.53.10.990
DEDVE N040.00.31.280 W084.01.55.320
DEEKN N041.39.39.340 W081.47.53.740
DEEKS N040.12.38.370 W085.58.05.380
DEFJO N042.08.21.650 W080.03.58.680
DEFLU N040.50.15.080 W079.42.13.610
DEFND N039.19.42.080 W077.28.10.940
DEFOE N041.02.37.310 W081.02.44.940
DEFTS N039.01.04.660 W084.27.22.680
DEFWO N039.54.23.440 W083.43.01.020
DEGDE N041.12.52.570 W075.36.05.310
DEGDY N040.29.04.380 W075.58.50.260
DEHYY N040.52.28.270 W081.38.09.650
DEJPI N040.50.22.430 W079.01.55.290
DEKAY N038.32.59.010 W079.17.49.080
DELAW N039.07.02.860 W081.32.49.260
DELFS N038.20.33.680 W078.44.05.150
DELIA N039.40.31.010 W078.02.06.770
DELOW N042.27.36.860 W083.04.03.360
DELRO N039.57.55.710 W076.37.31.240
DEMKO N044.54.51.600 W079.45.51.600
DEMME N040.13.41.610 W079.48.47.540
DEMOY N039.11.01.390 W076.28.38.730
DENII N038.55.01.090 W076.27.48.450
DENLE N037.56.27.340 W080.19.32.200
DENNN N038.05.05.900 W078.12.27.540
DENNY N037.52.00.150 W079.44.13.750
DENOC N043.04.10.950 W085.18.12.310
DENVE N038.48.46.220 W076.39.11.340
DEPEW N042.53.17.760 W078.38.04.490
DEPME N041.46.02.740 W075.56.46.420
DERBY N040.59.48.290 W081.26.10.520
DERIN N038.52.45.740 W079.47.27.000
DERLO N043.03.59.000 W081.05.43.000
DERRE N042.33.09.960 W085.06.51.010
DESDN N042.31.24.000 W082.15.24.000
DETBE N039.31.21.040 W085.21.59.760
DETKE N038.55.20.290 W083.19.24.250
DETMR N042.07.08.540 W085.05.38.990
DETPE N041.29.22.800 W079.00.40.270
DETTE N040.14.16.740 W076.02.26.430
DETVE N043.05.22.240 W076.18.37.320
DEUSO N040.59.27.470 W080.13.33.430
DEVAY N039.12.56.930 W081.56.03.720
DEVOH N041.03.03.730 W082.21.03.410
DEVYL N041.20.54.500 W081.57.16.410
DEWAK N037.46.37.930 W083.14.58.180
DEWIT N042.48.09.140 W084.33.00.010
DEXER N042.20.13.190 W083.53.37.260
DEYAY N039.41.13.210 W082.55.25.570
DEYFE N041.28.14.250 W085.09.55.310
DEYSY N043.58.49.500 W084.23.01.740
DEZZZ N040.30.48.240 W078.40.11.500
DFORT N038.13.41.680 W077.07.54.660
DGRAF N041.41.10.520 W076.13.21.150
DIANO N041.00.01.990 W076.13.33.780
DICAN N039.56.16.400 W077.41.38.900
DIGAW N041.45.36.330 W080.48.48.510
DIKLE N039.06.22.320 W085.10.55.520
DIKRY N038.27.24.870 W083.59.58.100
DILNE N040.28.04.600 W080.52.32.490
DILNN N038.16.20.050 W079.43.52.310
DILYN N041.21.46.180 W081.55.29.650
DIMDE N042.13.07.740 W085.45.50.720
DIMKE N039.18.32.780 W077.27.15.780
DIMPE N041.02.11.890 W076.30.18.730
DINAA N041.29.27.090 W082.01.18.060
DINES N043.18.42.940 W077.07.28.230
DINGL N042.32.19.380 W083.23.17.310
DINGY N039.50.35.900 W084.01.22.060
DINNE N039.25.42.040 W083.54.53.130
DINNO N042.56.06.540 W075.40.55.570
DINUW N039.16.11.540 W077.31.40.280
DINYE N041.38.15.470 W085.45.36.810
DIONE N043.06.29.660 W078.41.11.690
DIPAC N039.44.26.550 W082.23.21.430
DIPGE N041.51.37.150 W076.21.10.870
DIPNE N040.06.47.850 W083.08.12.090
DIPPR N042.53.47.270 W075.36.27.480
DIPPY N040.25.52.220 W076.30.55.000
DIPRE N042.10.25.300 W079.12.39.750
DIPUH N038.04.10.990 W081.49.39.510
DIRKE N040.34.14.780 W083.09.48.210
DIRTE N038.32.31.800 W077.15.02.140
DISHE N041.05.03.450 W080.10.32.950
DITBE N039.15.51.880 W084.20.53.200
DITCA N042.44.50.450 W085.43.00.140
DITPE N040.29.01.780 W080.08.33.920
DIVTE N040.54.11.950 W076.42.57.070
DIWUV N039.43.49.880 W080.49.04.660
DIXBO N042.17.35.960 W083.41.02.450
DIXIN N039.43.38.260 W079.55.55.300
DIXSN N042.48.44.330 W083.54.29.020
DIXXY N037.12.40.530 W080.15.53.020
DIYAC N040.25.10.390 W079.48.12.680
DIYEC N040.26.50.750 W085.12.02.600
DIYZO N040.42.24.040 W083.48.01.500
DIZNO N043.37.11.090 W084.36.13.500
DJOHN N039.11.32.050 W084.43.04.780
DLTON N038.50.31.090 W077.46.45.040
DLUCA N039.26.19.760 W076.25.48.260
DMACK N041.47.08.730 W077.33.06.920
DMKRT N038.42.34.330 W077.13.24.610
DMLZU N042.25.27.040 W085.04.28.140
DNCGB N039.40.03.070 W083.06.59.100
DNGFB N039.57.12.790 W082.44.29.510
DNKEY N038.38.45.050 W077.47.58.010
DOBIE N042.25.41.520 W081.02.44.900
DOBZY N042.14.23.180 W077.37.41.090
DOCAY N039.28.20.070 W080.00.23.170
DOCCS N038.42.48.010 W078.16.17.390
DOCLO N042.40.35.150 W076.05.45.470
DOCTR N039.00.35.580 W076.24.50.750
DOCVE N039.41.09.940 W082.55.14.060
DODKE N043.33.24.790 W083.01.15.620
DODLE N040.01.57.450 W083.11.13.010
DOFAD N038.40.42.860 W079.59.17.950
DOGEC N037.24.24.370 W078.57.56.380
DOGGS N042.23.39.350 W081.04.52.300
DOGUE N039.02.30.960 W077.05.56.510
DOHNT N042.18.12.540 W083.41.30.410
DOKME N038.36.30.330 W076.50.09.760
DOLCI N040.32.48.560 W081.42.32.300
DOLEW N038.43.07.750 W083.32.06.480
DOLFN N042.12.47.670 W081.39.12.580
DOLTE N043.49.47.500 W084.05.20.690
DOMBE N038.46.46.900 W083.48.33.270
DOMSE N039.01.31.110 W077.26.05.750
DOMVY N041.52.16.920 W076.13.45.960
DONDE N041.46.04.750 W083.23.57.270
DONEO N042.47.04.970 W079.43.38.440
DONUT N040.28.43.830 W081.27.17.770
DONYA N042.12.18.360 W082.57.20.820
DOORZ N041.19.50.180 W081.58.32.330
DOOTH N040.52.30.410 W077.41.23.460
DOPNE N040.29.57.800 W080.09.33.140
DORDE N038.18.34.700 W078.51.02.430
DORET N041.48.05.900 W080.35.04.640
DORGE N038.49.00.070 W077.34.58.270
DORGY N038.56.41.870 W078.02.00.480
DORRT N041.54.34.500 W083.52.10.740
DORYN N037.56.53.780 W078.38.01.390
DOSGE N042.04.39.940 W084.38.30.970
DOSTR N040.27.40.230 W075.43.00.530
DOSVE N039.16.11.060 W084.27.28.550
DOTIZ N043.07.41.620 W085.01.07.730
DOTKE N040.14.46.750 W085.10.35.850
DOTLE N038.57.06.140 W078.07.59.000
DOTRY N038.32.56.680 W084.02.57.030
DOTTI N042.13.12.360 W083.10.04.350
DOTYU N041.07.23.900 W083.33.19.850
DOUBT N039.31.31.540 W079.57.15.940
DOUGG N037.25.27.580 W079.08.55.700
DOUNS N042.37.15.840 W075.33.55.060
DOURA N040.48.18.260 W079.07.36.410
DOVPY N039.56.12.740 W076.08.20.900
DOVQU N041.18.16.680 W085.18.53.710
DOVTE N043.08.22.060 W085.12.27.940
DOWER N041.16.20.750 W084.51.40.590
DOXXY N042.07.21.000 W084.28.25.000
DOYAT N038.42.17.610 W077.44.11.810
DOYET N041.05.02.050 W083.26.05.810
DOYEV N038.52.42.670 W080.37.08.320
DOZRR N042.01.02.690 W082.10.40.650
DOZYO N041.00.55.500 W083.39.57.520
DRAEK N039.17.00.460 W084.40.58.540
DRAIP N041.46.22.590 W083.46.56.380
DRBRN N042.32.09.650 W083.07.26.760
DREFF N039.33.27.230 W075.49.41.720
DREME N042.37.33.230 W083.38.12.260
DRIFF N040.51.57.280 W084.21.39.680
DROOL N041.52.58.860 W085.10.04.890
DROPN N038.03.03.450 W078.23.41.340
DROVE N041.21.14.050 W081.50.50.320
DROWE N037.26.36.920 W081.02.29.040
DRRES N039.54.12.640 W076.32.47.760
DRRON N039.16.22.120 W079.33.35.860
DRTHE N041.23.02.180 W078.39.43.780
DRUGA N039.41.16.700 W083.59.48.610
DRUGS N037.39.25.530 W082.05.27.960
DRUSS N039.00.01.710 W084.38.48.920
DRUZZ N039.09.48.280 W078.21.28.710
DUBOI N041.13.05.680 W078.47.49.940
DUBWY N042.17.49.990 W084.20.41.500
DUBYA N039.00.24.360 W076.52.16.380
DUCAT N041.30.13.650 W080.30.39.860
DUCTS N040.39.45.090 W079.30.09.430
DUCZZ N041.36.26.420 W084.21.17.600
DUDAC N043.42.07.110 W083.02.45.670
DUDAY N041.58.36.900 W079.54.25.740
DUDDD N038.53.20.080 W077.34.47.640
DUDDS N039.00.48.210 W076.30.10.610
DUDNG N038.51.18.340 W077.36.38.030
DUDUW N041.27.02.570 W083.46.07.130
DUGPE N039.51.25.480 W084.30.25.650
DUKES N038.54.34.410 W077.23.15.050
DUKNE N039.45.12.060 W084.08.57.850
DULEY N039.16.37.210 W084.40.03.930
DULJE N040.06.45.680 W079.48.34.600
DULSY N040.48.28.880 W079.45.08.490
DUMIW N038.01.54.470 W079.36.13.270
DUMKE N041.52.19.220 W078.43.31.490
DUMMI N038.05.31.160 W078.07.00.920
DUMMR N040.28.10.680 W076.06.40.180
DUMVF N040.38.08.800 W076.18.39.260
DUNDY N041.08.31.540 W081.55.43.020
DUNKI N040.17.05.510 W085.22.25.650
DUNKS N042.25.38.680 W084.11.39.280
DUNVE N040.25.46.800 W075.20.09.440
DUPDE N041.56.04.600 W083.23.33.750
DURAC N042.31.19.890 W083.27.59.800
DURAN N037.59.13.520 W079.45.33.900
DURDE N043.08.53.690 W085.21.33.890
DUREY N043.19.22.080 W084.37.53.660
DURGY N042.40.51.220 W084.04.25.100
DURNS N039.52.00.270 W084.17.57.190
DURRA N039.29.30.270 W083.43.08.230
DURRI N040.29.00.000 W081.56.00.000
DURWO N038.23.09.050 W077.17.41.260
DUSEY N040.33.44.610 W085.36.26.130 ;updated 1909
DUSKY N040.54.55.550 W083.11.58.790
DUSUT N042.38.58.190 W081.23.18.550
DUTEL N044.39.59.000 W081.17.47.000
DUTSH N041.08.26.350 W082.33.12.680
DUTVE N042.46.32.810 W084.19.42.330
DUUDA N043.04.34.540 W085.31.28.920
DUUKR N041.59.49.660 W080.42.14.030
DUVEC N040.24.40.160 W083.42.45.380
DUVIH N042.54.28.300 W083.44.31.570
DUZKO N042.16.44.550 W082.44.14.200
DWEZL N041.16.44.190 W082.13.23.620
DXOON N037.46.14.830 W078.30.03.110
DYWKR N042.52.27.560 W084.56.40.600
DYXON N041.39.37.690 W081.51.18.720
DZMND N042.18.28.710 W083.26.46.810
EAGLL N039.27.02.080 W077.44.07.710
EANEY N042.18.42.860 W078.18.38.960
EARED N040.57.32.550 W079.40.48.390
EARNS N039.58.07.680 W084.06.26.600
EATEN N042.51.55.140 W075.36.56.170
EBABE N042.57.29.550 W085.39.59.300
EBACO N040.49.47.860 W085.22.57.910
EBALE N042.59.18.020 W076.45.40.920
EBALY N038.00.28.850 W080.19.32.490
EBBED N042.52.32.680 W078.49.31.080
EBBEP N040.17.23.710 W081.06.16.000
EBEGE N039.43.58.350 W077.18.28.550
EBEKY N040.47.28.080 W081.38.10.890
EBIHY N042.39.11.730 W076.53.34.840
EBIRE N043.00.22.580 W076.18.15.920
EBLIS N041.42.14.530 W081.16.09.090
EBUME N040.58.46.200 W078.08.52.990
EBUXE N043.02.06.330 W075.46.40.340
EBZEV N040.53.21.990 W079.08.46.630
ECAVU N042.38.24.490 W085.17.52.020
ECAYO N040.05.20.170 W080.34.58.040
ECEBI N041.40.06.450 W085.58.59.270
ECEDI N041.00.08.180 W076.17.05.520
ECENO N037.25.17.290 W079.01.33.150
ECEUS N038.17.16.290 W078.24.18.310
ECHOZ N038.36.07.450 W078.00.13.620
ECKDO N042.14.24.430 W084.44.49.160
ECKOE N040.45.13.900 W082.53.00.660
ECOCA N039.57.14.440 W077.46.46.910
ECTOF N040.25.29.020 W079.58.07.650
ECUDO N038.59.12.280 W080.09.10.970
ECUXE N039.26.17.780 W078.56.43.650
ECZEL N040.01.52.820 W075.49.22.100
ECZIF N041.05.28.360 W082.15.08.270
EDACI N038.25.23.370 W078.38.23.330
EDAPY N040.37.22.260 W080.05.58.140
EDATY N037.39.46.000 W081.20.55.490
EDBIY N041.06.18.200 W085.06.21.960
EDCEJ N041.53.34.850 W085.09.48.820
EDDER N042.21.30.710 W076.06.47.500
EDDGY N038.48.21.710 W076.46.53.290
EDDWD N038.58.34.800 W077.01.38.250
EDESE N042.39.23.630 W083.41.26.480
EDETY N040.25.33.770 W080.47.23.260
EDEVY N041.31.52.890 W080.25.06.390
EDEYE N038.38.12.240 W082.43.50.910
EDGEE N041.29.20.260 W084.39.22.540
EDIJY N040.23.33.200 W080.01.08.120
EDINE N038.43.14.460 W083.44.02.230
EDMEF N039.10.59.620 W076.50.21.440
EDMNN N041.29.32.720 W081.49.46.030
EDOGE N042.40.58.120 W085.23.16.500
EDSOE N039.07.04.770 W081.19.29.740
EDUSE N043.10.47.960 W078.37.53.030
EDXUR N041.28.32.360 W085.24.06.480
EEERI N042.10.22.390 W083.24.19.940
EEERS N038.30.37.090 W081.42.45.220
EEETE N042.56.15.290 W076.58.13.300
EEVAN N039.35.36.370 W083.12.52.250
EFECO N039.57.35.550 W075.44.43.440
EFELE N041.04.23.700 W078.30.30.070
EFFCT N042.55.31.140 W078.35.59.420
EGAPY N039.27.03.760 W080.09.52.590
EGELY N042.26.01.200 W077.09.00.520
EGGII N040.58.50.060 W081.20.54.870
EGNER N039.42.58.970 W076.18.01.340
EGOPE N043.41.06.830 W083.58.29.120
EGUDE N039.01.26.820 W076.52.16.690
EGUSE N041.39.31.160 W075.53.26.870
EGUTY N042.40.21.870 W084.46.53.510
EGUYY N040.04.48.320 W083.00.22.500
EGYPT N040.42.43.440 W075.33.47.860
EHAFY N043.40.49.440 W084.13.01.470
EHAQY N040.51.32.830 W085.40.34.180
EHEMI N042.57.59.060 W083.52.16.740
EHEMU N043.26.02.220 W083.44.27.930
EHMAN N043.08.31.580 W078.21.17.350
EHPUZ N040.43.04.470 W076.29.35.990
EJEBA N040.50.31.460 W075.39.00.240
EJFOT N040.10.02.520 W078.39.04.220
EJOCU N039.06.24.410 W079.04.04.170
EJOCY N040.00.11.400 W079.24.18.000
EJSEG N040.17.44.340 W080.33.14.260
EJUDY N040.13.33.050 W079.37.11.530
EJZIB N041.15.58.790 W080.01.14.570
EKDOQ N043.03.58.380 W078.22.39.230
EKINE N040.12.02.980 W079.24.03.350
EKKEJ N039.59.20.990 W078.28.21.080
EKLLR N040.32.31.590 W084.49.19.240
EKOYE N042.02.18.090 W079.49.53.750
EKQOR N040.23.18.950 W085.52.27.970
EKSIC N040.22.01.840 W075.22.05.600
EKTEW N041.10.32.530 W078.57.22.480
EKUME N041.24.12.330 W081.33.03.500
EKYOR N042.12.58.040 W085.41.48.020
ELALE N040.27.49.080 W080.26.38.120
ELARE N043.57.53.400 W083.03.19.030
ELDNN N041.48.00.830 W083.32.41.100
ELEME N038.46.12.000 W079.56.02.570
ELEOT N041.20.36.200 W083.18.06.190
ELESE N043.15.20.270 W076.18.16.600
ELEXY N041.25.53.710 W076.07.35.200
ELGEE N039.30.48.570 W078.27.22.480 ;updated 1909
ELIHO N039.41.04.390 W084.21.34.430
ELIJA N041.11.28.220 W082.50.08.140
ELIME N038.11.08.720 W078.13.06.370
ELISN N038.56.04.350 W077.34.47.640
ELLON N037.30.06.590 W079.11.13.790
ELMMA N042.49.44.780 W078.31.36.870
ELMME N043.24.56.300 W084.43.41.220
ELNUW N041.30.18.540 W082.59.31.100
ELOCI N041.24.44.900 W078.25.10.170
ELOPY N038.24.54.320 W078.44.42.100
ELREQ N042.26.33.760 W076.55.31.400
ELROY N042.56.36.100 W077.52.19.270
ELUDE N039.39.11.280 W075.48.08.430
ELUXY N038.59.00.780 W079.47.57.930
ELVSS N041.50.23.080 W083.35.15.610
ELYSE N039.52.22.770 W085.46.51.960
EMAKY N041.10.17.170 W084.53.11.370
EMATE N041.39.30.310 W077.22.55.080
EMEUS N041.26.26.020 W080.22.19.830
EMIHO N041.41.33.960 W082.52.18.240
EMINN N042.22.52.910 W083.15.46.350
EMISE N042.26.23.990 W083.24.12.380
EMMIE N037.50.16.500 W077.51.52.140
EMMMA N042.53.03.960 W084.34.50.400
EMNAR N039.14.54.910 W078.17.08.280
EMNEM N039.31.27.120 W080.04.28.210
EMPOR N041.26.15.170 W078.21.54.020
EMPRI N043.03.57.330 W076.17.41.440
EMPTY N039.57.47.870 W083.11.13.000
EMQOP N042.48.31.290 W083.38.32.790
ENEDE N039.05.40.380 W077.27.27.080
ENEGY N043.00.49.520 W085.01.54.000
ENEYO N037.14.14.400 W080.31.03.080
ENGRM N042.51.11.450 W085.04.44.330
ENISY N039.52.03.400 W081.27.44.700
ENIVY N038.30.21.790 W081.24.51.820
ENOLA N040.14.47.330 W076.54.02.280
ENOSE N038.33.42.920 W083.40.56.740
ENRUW N042.30.12.160 W085.33.28.560
ENSUE N039.18.25.630 W076.32.38.530
EPAHY N038.52.56.740 W079.50.44.880
EPECI N041.09.11.350 W080.25.14.320
EPEKE N041.56.31.770 W084.46.31.240
EPEYE N041.02.49.520 W083.33.37.030
EPEYI N041.15.12.480 W076.50.58.360
EPIBY N040.36.58.280 W081.35.02.070
EPIJO N039.18.23.770 W085.15.29.970
EPKAW N039.41.32.710 W075.46.48.800
EPNUH N039.55.47.620 W080.57.41.550
EPOCU N041.24.44.870 W078.33.17.400
EPONE N040.29.36.710 W080.23.17.430
EPUVE N039.21.50.050 W076.26.38.140
EPXOP N039.05.44.330 W079.38.17.730
EPZOK N038.26.24.280 W084.25.36.160
ERACE N038.42.43.850 W077.27.47.040
ERAHI N037.59.18.990 W080.16.58.370
ERATH N037.10.13.260 W080.53.38.270
ERECA N038.55.07.670 W076.51.07.090
EREME N039.47.18.970 W084.26.43.370
ERFAM N038.51.54.800 W081.51.58.910
ERIKE N038.58.37.690 W077.36.15.000
ERINN N042.12.08.330 W076.49.27.010
ERLEY N039.16.09.580 W083.51.37.350
ERNST N042.40.05.070 W083.19.07.950
EROCU N040.08.04.120 W080.04.00.690
ERRYS N042.51.45.500 W084.08.54.440
ERXUT N042.56.12.550 W084.56.20.620
ERZEH N041.57.39.010 W085.28.18.110
ESAAL N040.06.18.620 W076.26.31.710
ESAME N043.02.04.870 W075.56.02.350
ESAYO N042.32.12.310 W083.16.36.210
ESERY N039.30.58.050 W078.51.51.100
ESILE N041.42.27.290 W084.49.20.720
ESPUQ N041.03.13.360 W081.25.38.140
ESPYY N042.33.28.510 W083.06.28.020
ESSBE N042.03.31.960 W081.47.17.790
ESSIE N040.33.00.000 W083.23.46.820
ESTEM N037.30.46.290 W080.57.49.970
ESTES N041.27.30.400 W079.49.36.570
ESTOO N039.43.13.670 W075.52.28.770
ESTRN N040.32.29.470 W081.50.23.860
ESUTE N040.10.48.770 W078.34.23.410
ETALE N042.08.36.120 W083.24.52.660
ETATE N041.00.46.300 W078.18.25.980
ETBOX N044.31.37.000 W080.07.47.000
ETCAV N042.13.20.960 W075.22.54.720
ETMEW N040.20.32.170 W082.39.22.020
ETOTY N041.14.39.950 W082.26.03.720
ETOXY N038.18.43.920 W084.23.14.080
ETROC N042.37.31.050 W075.32.25.230
ETSIW N040.40.46.130 W076.07.49.890
ETTAF N040.14.07.430 W084.01.33.440
ETUVE N041.31.39.260 W085.31.03.420
ETUVY N040.12.12.970 W076.51.04.280
ETWEE N039.13.30.760 W084.11.32.290
ETXUX N040.11.45.240 W084.11.59.940
EUKER N041.30.59.500 W081.33.43.050
EUMIG N040.59.00.040 W075.55.56.080
EVABE N042.03.04.640 W083.28.55.750
EVAJI N040.40.37.450 W083.34.16.640
EVAME N039.13.22.940 W084.43.40.140
EVAVY N041.02.46.540 W080.55.38.840
EVEPE N041.47.49.310 W079.45.14.790
EVEZA N040.30.53.490 W084.10.50.120
EVIBE N041.28.34.220 W078.20.37.220
EVIPE N038.36.54.030 W077.04.48.580
EVNEW N043.00.55.880 W083.44.39.680
EVOCO N040.28.20.780 W084.40.39.890
EVOTE N041.57.03.630 W085.13.48.610
EVOZU N040.29.43.290 W084.26.41.870
EVRIW N041.55.53.240 W084.48.43.850
EVRUZ N038.38.00.830 W082.50.13.500
EWAJA N040.41.31.850 W082.48.41.010
EWARD N040.26.39.990 W078.58.28.130
EWBUF N039.59.46.650 W080.32.44.810
EWESS N038.21.50.310 W080.06.52.030
EWLEG N041.34.24.350 W082.28.01.520
EWOKO N040.22.35.180 W075.20.07.920
EWUHY N042.06.17.200 W079.21.53.200
EWYAH N038.32.44.030 W078.52.33.410
EXAGE N041.17.07.830 W075.31.39.730
EXALL N042.00.38.160 W077.22.04.630
EXEVE N039.08.32.620 W076.37.18.930
EXKUP N041.20.30.810 W082.55.57.150
EXLAV N041.00.44.140 W076.57.43.050
EXPYR N040.34.09.150 W078.33.29.660
EXRAS N038.06.58.000 W079.29.18.080
EXRUK N041.35.01.100 W084.05.51.120
EXTOL N042.39.27.690 W076.37.06.100
EXULT N040.18.26.220 W080.36.41.510
EXUNE N037.12.36.790 W080.16.02.770
EYABU N040.34.45.650 W083.40.39.740
EYAGI N038.44.58.180 W077.53.35.110
EYEDD N041.30.20.130 W081.39.38.550
EYEHE N040.39.40.670 W082.57.28.780
EYELU N043.19.21.200 W084.34.12.390
EYERS N040.38.29.450 W079.13.36.870
EYESS N038.58.18.750 W076.53.48.840
EYEVU N043.10.17.910 W078.16.39.080
EYEZI N041.37.28.570 W085.19.41.440
EYIKY N041.29.15.980 W081.21.18.160
EYINO N041.08.30.240 W080.20.28.570
EYMED N038.54.21.610 W082.22.21.260
EYMON N040.20.16.220 W075.28.16.710
EYOCE N040.35.07.030 W077.55.47.700
EYOLU N042.07.35.700 W085.31.39.260
EYOPO N040.10.22.820 W079.56.47.730
EYPEC N038.33.37.810 W077.59.41.760
EYTEE N038.58.45.230 W078.51.32.820
EYUZU N042.33.57.070 W084.28.48.920
EYXIT N041.58.58.020 W084.00.18.420
EZABO N040.13.17.260 W075.46.57.430
EZETY N038.11.30.010 W078.55.23.920
EZFAY N040.44.00.640 W084.06.26.880
EZFEP N041.56.37.830 W079.43.38.150
EZHAF N041.59.43.050 W083.53.26.530
EZIMO N040.24.48.580 W076.24.42.900
EZIMY N041.31.02.950 W079.47.58.850
EZLIV N040.53.14.760 W079.39.27.090
EZMEC N041.01.03.240 W078.17.37.360
EZOCY N039.37.12.170 W082.58.29.310
EZODY N040.57.40.060 W080.35.21.120
EZROC N041.22.41.180 W082.44.43.210
EZUCE N040.45.53.290 W077.29.44.150
EZUMO N039.47.30.560 W076.47.54.850
EZUYA N041.18.48.940 W083.59.39.200
EZWAK N040.15.08.140 W079.56.43.330
EZZZZ N039.22.54.310 W077.51.27.430
FAALS N041.02.51.000 W080.52.40.100
FAAVA N041.57.44.080 W083.52.46.920
FABAD N043.00.09.510 W084.11.51.840
FABAM N041.43.03.410 W079.31.49.150
FABDI N040.56.28.680 W076.27.54.350
FABDO N040.04.34.400 W082.43.55.850
FABEN N042.51.12.040 W075.57.07.910
FABKA N040.00.31.510 W084.13.39.460
FABKI N040.54.56.920 W083.40.00.820
FABSA N037.25.29.130 W079.22.54.690
FABVA N040.19.30.450 W078.49.24.850
FABVO N042.54.44.880 W078.40.43.430
FABVU N039.28.50.910 W084.28.15.390
FAEGO N042.48.04.680 W082.27.59.290
FAGEN N039.08.54.140 W076.31.22.570
FAGHU N040.11.26.330 W076.11.56.280
FAILS N041.50.16.090 W081.25.13.250
FAINT N039.52.07.830 W076.44.54.680
FAIRF N039.44.33.240 W082.25.17.050
FALAS N040.22.23.940 W076.39.00.140
FALAX N038.31.19.230 W083.48.11.990
FALGA N038.54.02.050 W078.03.17.120
FALGI N043.09.17.210 W076.46.26.900
FALKO N038.11.06.690 W077.26.33.330
FALNA N041.59.06.690 W076.39.57.780
FALSI N038.19.16.180 W077.21.42.670
FALSU N042.46.55.260 W085.29.48.980
FALUB N040.35.28.580 W080.00.49.800
FALWA N041.20.04.490 W083.17.01.760
FAMAV N040.04.21.800 W076.45.57.830
FAMEB N041.39.54.110 W078.57.42.260
FAMED N043.45.27.220 W084.01.54.660
FAMEP N043.10.21.920 W076.18.58.140
FAMLI N042.46.44.250 W084.42.10.010
FAMLY N041.58.45.410 W083.38.17.960
FAMOX N039.40.57.860 W078.05.29.010
FANBO N037.32.46.190 W079.51.31.880
FANDA N040.28.48.420 W078.44.10.470
FANEE N041.24.14.100 W080.52.25.410
FANPO N038.25.25.240 W078.13.51.200
FANRU N040.05.18.980 W076.24.16.870
FANSA N038.57.15.140 W084.42.45.210
FANUN N039.41.14.980 W084.15.03.630
FANUS N041.04.52.900 W077.34.24.040
FAPEL N040.29.05.070 W080.40.33.820
FAPGO N042.40.12.580 W075.33.26.680
FAPNU N040.19.35.080 W080.45.15.630
FAPUR N041.39.19.130 W077.58.21.410
FAPVI N042.14.26.770 W084.50.07.460
FARAP N039.32.23.920 W083.17.43.430
FAREM N040.56.02.830 W085.57.45.240
FARGN N042.36.42.190 W079.47.18.420
FARLN N039.22.37.430 W081.50.54.570
FARNI N041.57.10.400 W085.00.01.300
FARSI N041.20.27.880 W080.21.58.990
FARUM N039.19.56.000 W083.35.57.000
FARWO N041.11.47.640 W080.19.50.250
FASAT N039.21.32.490 W081.40.55.900
FASLA N042.26.59.280 W082.52.42.880
FASTI N041.30.19.370 W082.59.24.720
FASVU N039.57.34.740 W083.37.36.290
FATAX N039.57.06.200 W079.57.20.010
FATEK N041.28.01.150 W078.33.22.390
FATEN N039.04.58.060 W076.42.49.330
FATEP N041.23.52.790 W083.40.33.440
FATIR N039.06.09.150 W076.51.30.110
FATOG N042.55.05.920 W085.16.30.350
FATOT N042.09.48.220 W083.38.23.180
FATUP N043.01.31.890 W076.03.59.740
FAULT N042.59.03.010 W077.21.47.780
FAVIG N041.10.48.540 W077.20.42.630
FAVIL N040.30.51.890 W079.33.06.200
FAVLI N042.40.07.020 W083.17.58.030
FAVOV N038.45.47.650 W078.24.56.650
FAVUM N041.15.59.170 W077.35.42.320
FAXAT N040.53.15.320 W076.51.35.400
FAXIG N040.18.40.510 W085.13.45.510
FAXIK N038.21.01.220 W077.58.44.560
FAXUG N039.27.34.620 W077.17.11.960
FAYET N043.07.39.540 W075.56.31.400
FAYRO N040.58.08.530 W078.09.32.740
FAZER N038.45.18.110 W077.28.39.230
FAZIP N040.05.46.940 W080.58.29.630
FDROV N041.57.31.950 W083.26.45.350
FEBLI N042.15.01.580 W085.37.59.380
FEBLU N038.53.51.720 W084.41.05.010
FEBUT N042.12.42.100 W075.50.17.050
FEBWO N041.17.29.130 W079.27.05.030
FECYI N041.44.26.320 W083.25.02.290
FEDEX N038.04.12.770 W081.42.30.490
FEDGA N040.16.29.750 W078.20.31.250
FEDIK N039.10.42.840 W082.33.19.340
FEDIS N040.23.28.270 W083.45.13.330
FEDIT N039.17.33.010 W077.17.47.460
FEDIV N041.43.15.610 W085.45.36.390
FEDUS N041.07.35.450 W077.36.06.580
FEEDS N037.16.29.170 W080.30.33.280
FEGLI N041.41.49.390 W078.29.35.310
FEGLO N041.40.12.650 W075.57.20.570
FEGOV N039.35.22.480 W079.55.19.990
FEGOZ N039.34.03.970 W076.26.55.980
FEGSI N041.19.32.310 W075.47.59.890
FEGVO N040.34.08.250 W078.22.25.870
